id,country_id,start_date,name,caretaker,wikipedia,data_source,description,comment,previous_cabinet_id,previous_parliament_election_id,previous_ep_election_id,old_countryID,old_cabID
166,51,1977-08-31,Kyprianou I,1,http://en.wikipedia.org/wiki/Spyros_Kyprianou,nyt,Kyprianou became acting president on 3 September 1977 following the death of Archbiship Makarios.,,1478,528,,196,19770
168,64,1946-03-13,Spaak II,0,http://en.wikipedia.org/wiki/Paul-Henri_Spaak,mueller,,,204,19,,56,19460
169,63,2005-03-12,Socrates I,0,http://en.wikipedia.org/wiki/Jos%C3%A9_S%C3%B3crates,ejpr,,,755,210,140,620,20050
170,54,1966-12-01,Kiesinger,0,http://de.wikipedia.org/wiki/Kabinett_Kiesinger,,,,326,250,,276,19660
171,23,1999-12-21,Isarescu,0,http://en.wikipedia.org/wiki/Mugur_Is%C4%83rescu,reuters,"Cabinet won an investiture vote (yes: 305, no: 35) on 21 December 1999 in a joint sitting of parliament.
Cabinet ended with election on 26 November 2000.",,440,49,,642,19991
172,8,1967-04-05,De Jong,0,http://en.wikipedia.org/wiki/Netherlands_cabinet_De_Jong,,,,455,204,,528,19670
173,37,2008-05-07,Cowen,0,http://en.wikipedia.org/wiki/Government_of_the_30th_D%C3%A1il#28th_Government_of_Ireland,reuters,"PM Cowen won an investiture vote (yes: 88, no: 76) on 7 May 2008.
Cabinet ended on 23 January 2011 when the Green party withdrew.",There is a change in party composition when the PD was formally dissolved on 20 November 2009. Not coded as cabinet change since the PD minister remains in office as an independent.,864,190,123,372,20080
174,7,1945-11-14,Dupong III,1,http://en.wikipedia.org/wiki/National_Union_Government_%281945%29,nyt,Cabinet resigned on 13 February 1947.,,340,144,,442,19450
175,7,1984-07-20,Santer I,0,http://lb.wikipedia.org/wiki/Regierung_Santer-Poos_I,,,,27,183,109,442,19840
176,26,1992-06-28,Amato I,0,http://it.wikipedia.org/wiki/Governo_Amato_I,mueller,,,202,605,280,380,19920
177,56,1999-05-28,Oddsson III,0,http://en.wikipedia.org/wiki/Dav%C3%AD%C3%B0_Oddsson,indridason,,,158,592,,352,19990
178,33,1954-07-09,Menzies VI,0,http://en.wikipedia.org/wiki/Sixth_Menzies_Ministry,hug-68,,,566,743,,36,19540
179,37,2002-06-06,Ahern II,0,,,"PM Ahern won an investiture vote (yes: 93, no: 68) on 6 June 2002.
",,126,408,491,372,20020
180,5,1980-07-17,Suzuki,0,,,,,727,113,,392,19801
181,9,1983-06-08,Willoch II,0,http://en.wikipedia.org/wiki/K%C3%A5re_Willoch,mueller,,,485,100,,578,19830
182,29,1997-06-11,Chretien II,0,,,,,785,650,,124,19970
183,26,1968-06-24,Leone II,0,http://it.wikipedia.org/wiki/Governo_Leone_II,mueller,,,433,261,,380,19680
184,44,1955-05-26,Eden II,0,http://en.wikipedia.org/wiki/Conservative_Government_1955%E2%80%931957,,,,729,678,,826,19551
185,1,2006-02-08,Dzurinda III,1,https://en.wikipedia.org/wiki/Dzurinda%27s_Second_Cabinet,ejpr,Caretaker cabinet remained in office after calling early elections on 7 February 2006.,Replacement of KDK ministers on 8 February 2006 used as starting date (see EJPR-PDY).,547,218,124,703,20060
187,60,2002-12-19,Rop I,0,http://en.wikipedia.org/wiki/Anton_Rop,"ejpr, mue-rom","Cabinet won an investiture vote (yes: 54, no: 25, abstain: 11) on 19 December 2002.
",,505,525,,705,20020
188,39,2004-09-29,Gyurcsany I,0,http://en.wikipedia.org/wiki/Ferenc_Gyurcs%C3%A1ny,mue-rom,"PM Gyurcsany won an investiture vote (yes: 197, no: 12, abstain: 175) on 29 September 2004.
",,302,463,224,348,20040
189,21,1994-09-27,Rasmussen N II,0,http://en.wikipedia.org/wiki/Cabinet_of_Poul_Nyrup_Rasmussen_II,reuters,"Cabinet was presented on 27 September 1994.
Minority cabinet was supported by Socialist Peoples Party (SF) and Red-Green Alliance (Enh).
Cabinet ended on 30 December 1996 when the Centre Democrats (CD) withdrew from the coalition.",,740,89,434,208,19940
190,41,2000-04-13,Simitis III,0,,,"Cabinet won an investiture vote (yes: 157, no: 141, absent: 2) on 24 April 2000.
",,33,475,482,300,20000
192,54,1953-10-20,Adenauer II,0,http://de.wikipedia.org/wiki/Kabinett_Adenauer_II,wid,Cabinet ended on 15 July 1955 when German Bloc (GB/BHE) ministers joined Christian Democrats (CDU) party group.,,147,103,,276,19530
193,64,1999-07-12,Verhofstadt I,0,http://en.wikipedia.org/wiki/Verhofstadt_I_Government,,"Cabinet won an investiture vote (yes: 90, no: 47, abstain: 1) on 17 July 1999.",,95,2,624,56,19990
194,74,2000-06-07,Buzek II,0,http://en.wikipedia.org/wiki/Jerzy_Buzek,mue-rom,,,517,477,,616,20000
195,21,1984-01-10,Schluter II,0,http://da.wikipedia.org/wiki/Regeringen_Poul_Schl%C3%BCter_I,"mueller, nyt",Cabinet ended with elections on 8 September 1987 and resigned a day later.,,819,597,271,208,19840
196,7,1999-08-07,Juncker II,0,http://en.wikipedia.org/wiki/Juncker-Polfer_Ministry,,,,621,299,505,442,19990
197,43,1958-06-02,de Gaulle III,1,http://fr.wikipedia.org/wiki/Gouvernement_Charles_de_Gaulle_(3),pa-84,,One minister appointed by African Democratic Rally (RDA).,594,312,,250,19581
198,40,1999-12-15,Bundesrat 1999,0,,swiss,,,38,427,,756,19990
199,43,1992-04-02,Beregovoy I,0,http://fr.wikipedia.org/wiki/Gouvernement_Pierre_B%C3%A9r%C3%A9govoy,mueller,,,229,643,360,250,19920
200,67,1951-09-20,Kekkonen III,0,http://en.wikipedia.org/wiki/Urho_Kekkonen,valt,,,639,575,,246,19511
201,55,1994-09-15,Gailis,0,http://en.wikipedia.org/wiki/Maris_Gailis,mue-rom,,,434,564,,428,19940
202,26,1991-04-13,Andreotti VII,0,http://it.wikipedia.org/wiki/Governo_Andreotti_VII,reuters,"PM Andreotti formed a new cabinet with all former coalition partners and presented it to President Cossiga on 12 April 1991. The cabinet was appointed the following day but the Republican Party (PRI) pulled out after a row over cabinet posts. It won a confidence vote (yes: 339, no: 207 [lower house]; yes: 177, no: 104 [upper house]) on 29 April.",,460,17,280,380,19910
203,67,1968-03-22,Koivisto I,0,http://en.wikipedia.org/wiki/Mauno_Koivisto,valt,,,339,460,,246,19680
204,64,1945-08-02,Van Acker II,1,http://en.wikipedia.org/wiki/Achille_Van_Acker,,Provisional cabinet continued in office on 2 August 1945.,,808,882,,56,19451
205,27,1977-07-04,Suarez I,0,https://en.wikipedia.org/wiki/Second_government_of_Adolfo_Su%C3%A1rez,,,"Minority government with various supporting parties (Hopkin 2005, 389),",,42,,724,19770
206,67,1994-06-26,Aho II,0,http://en.wikipedia.org/wiki/Esko_Aho,valt,,,831,602,,246,19940
207,35,1956-09-26,Erlander V,0,http://sv.wikipedia.org/wiki/Regeringen_Erlander_II,"mueller, nyt","Cabinet remained in office after elections on 26 September 1956.
Cabinet resigned on 26 October 1957 following the withdrawal of the Farmers' League (B) four days earlier.",,781,450,,752,19560
208,35,1958-06-01,Erlander VII,0,http://sv.wikipedia.org/wiki/Regeringen_Erlander_III,mueller,,,380,251,,752,19580
209,43,1957-06-13,Bourges-Maunoury,0,http://fr.wikipedia.org/wiki/Gouvernement_Maurice_Bourg%C3%A8s-Maunoury,pa-84,,One minister appointed by African Democratic Rally (RDA).,591,312,,250,19570
210,51,1978-03-08,Kyprianou II,0,http://en.wikipedia.org/wiki/Spyros_Kyprianou,keesings,Cabinet was presented on 8 March 1978 following the re-election of President Kyprianou on 28 February.,,166,528,,196,19780
211,5,2000-04-05,Mori I,0,,ejpr,,,665,628,,392,20000
212,11,1999-12-09,Clark I,0,http://en.wikipedia.org/wiki/Fifth_Labour_Government_of_New_Zealand,"ejpr, w",confidence and supply from the Greens,,388,451,,554,19990
213,5,1990-02-28,Kaifu II,0,,,,,106,25,,392,19900
214,26,1998-10-21,D'Alema I,0,http://it.wikipedia.org/wiki/Governo_D%27Alema_I,"afp, reuters","PM D'Alema and his cabinet were appointed on 21 October 1998 and won a confidence vote in parliament (yes: 333, no: 281 [lower house]) on 23 October and in the Senate (yes: 188, no: 116 [upper house]) on 27 October.
He resigned on 18 December 1999 after Republicans (UDR) and Socialists (SDI) called for his resignation.",,276,551,326,380,19980
215,37,1989-07-12,Haughey IV,0,,,"PM Haughey won an investiture vote (yes: 84, no: 79, abstain: 2) on 12 July 1989.
",,77,590,46,372,19890
216,44,1970-06-19,Heath,0,http://en.wikipedia.org/wiki/Conservative_Government_1970-1974,bpf,PM Heath called an early election on 7 February 1974 following miners industrial unrest.,,733,311,,826,19700
217,37,1965-04-21,Lemass III,0,http://en.wikipedia.org/wiki/Government_of_the_18th_D%C3%A1il,,,,667,323,,372,19650
218,21,1955-02-01,Hansen I,0,http://da.wikipedia.org/wiki/Regeringen_H.C._Hansen_I,mueller,,,879,630,,208,19550
219,35,1969-10-14,Palme I,0,http://sv.wikipedia.org/wiki/Regeringen_Palme_I,mueller,,,821,655,,752,19690
220,35,1988-09-18,Carlsson II,0,http://sv.wikipedia.org/wiki/Regeringen_Carlsson_II,"mueller, nyt","Minority cabinet was supported by either Liberals (FP) or Communists (VK).
PM Carlsson threatened to resign if the parliament would not support an economic rescue bill. He lost the vote (yes: 153, no: 190, absent: 6) and resigned on 15 February 1990.",,478,428,,752,19880
221,9,1955-01-22,Gerhardsen IV,0,http://en.wikipedia.org/wiki/Einar_Gerhardsen,mueller,,,545,167,,578,19550
222,7,1994-07-13,Santer III,0,https://en.wikipedia.org/wiki/Santer-Poos_Ministry_III,,,,418,306,594,442,19940
224,41,2009-10-06,Papandreou G,0,http://en.wikipedia.org/wiki/George_Papandreou_%28junior%29,"afp, ejpr, reuters","Cabinet won an investiture vote (yes: 160, no: 140)  on 19 October 2009.
PM Papandreou announced his resignation on 6 November 2011 following an economic crisis. He submitted his resignation on 9 November after finding an agreement with opposition parties about a national unity government.",,581,651,264,300,20090
225,64,1977-06-03,Tindemans IV,0,http://en.wikipedia.org/wiki/Leo_Tindemans,"mueller, nyt",,,451,420,,56,19771
226,74,1993-10-26,Pawlak II,0,http://en.wikipedia.org/wiki/Waldemar_Pawlak,mue-rom,"Cabinet won an investiture vote (yes: 310, no: 83, abstain: 24) on 10 November 1993.",,730,268,,616,19931
227,5,1978-12-07,Ohira I,0,http://en.wikipedia.org/wiki/Masayoshi_Ohira,,,,337,53,,392,19780
228,55,2004-12-02,Kalvitis I,0,http://en.wikipedia.org/wiki/Aigars_Kalv%C4%ABtis,mue-rom,,,153,260,145,428,20041
229,43,1991-05-16,Cresson,0,http://fr.wikipedia.org/wiki/Gouvernement_%C3%89dith_Cresson,mueller,,,712,643,360,250,19910
230,67,1959-01-13,Sukselainen III,0,http://fi.wikipedia.org/wiki/Sukselaisen_II_hallitus,"nyt, valt",Sukselainen resigned on 29 June 1961 following his conviction for administrative irregularities in the State Pensions Institution.,,552,616,,246,19590
231,8,1971-06-07,Biesheuvel I,0,http://en.wikipedia.org/wiki/Netherlands_cabinet_Biesheuvel-1,,,,172,125,,528,19710
232,67,1953-07-09,Kekkonen IV,0,http://en.wikipedia.org/wiki/Urho_Kekkonen,"nyt, valt",PM Kekkonen resigned on 4 November after losing a vote of confidence on a state grant for housing.,,200,575,,246,19530
233,64,1978-10-20,Vanden Boeynants II,1,http://en.wikipedia.org/wiki/Paul_Vanden_Boeynants,"mueller, nyt",,Caretaker cabinet remains in office for more than three months before and after the election (17 December 1978) but continuation caretaker cabinets are only coded ones.,225,420,,56,19780
234,33,2004-10-26,Howard IV,0,http://en.wikipedia.org/wiki/Fourth_Howard_Ministry,aph-11,,,812,762,,36,20040
235,55,1995-12-21,Skele I,0,http://en.wikipedia.org/wiki/Andris_Skele,rferl,,,201,534,,428,19950
237,44,1959-10-14,Macmillan II,0,http://en.wikipedia.org/wiki/Conservative_Government_1957-1964,,,,404,161,,826,19590
238,27,1982-12-02,Gonzalez I,0,https://en.wikipedia.org/wiki/First_government_of_Felipe_Gonz%C3%A1lez,,,,406,85,,724,19820
239,26,2000-04-28,Amato II,0,http://it.wikipedia.org/wiki/Governo_Amato_II,ejpr,,,522,551,363,380,20000
241,5,1960-07-19,Ikeda I,0,,,,,780,645,,392,19600
242,5,1982-11-27,Nakasone I,0,,,,,180,113,,392,19820
243,8,1951-03-15,Drees II,0,http://en.wikipedia.org/wiki/Netherlands_cabinet_Drees-2,,,,128,497,,528,19510
244,43,1995-05-17,Juppe I,0,http://fr.wikipedia.org/wiki/Gouvernement_Alain_Jupp%C3%A9_%281%29,"mueller, reuters",Cabinet resigned on 7 November 1995 without naming a reason. ,,318,664,680,250,19950
245,26,1978-03-11,Andreotti IV,0,http://it.wikipedia.org/wiki/Governo_Andreotti_IV,mueller,,,140,502,,380,19780
246,56,2006-06-15,Haarde I,0,http://en.wikipedia.org/wiki/Geir_Haarde,ejpr,,,555,178,,352,20060
248,21,1977-02-15,Jorgensen III,0,http://da.wikipedia.org/wiki/Regeringen_Anker_J%C3%B8rgensen_II,mueller,,,50,409,,208,19770
249,29,1957-06-21,Diefenbaker I,0,,nyt,,Diefenbaker dissolved parliament on 2 February 1958 to gain new mandate,327,562,,124,19570
250,26,1955-07-22,Segni I,0,http://it.wikipedia.org/wiki/Governo_Segni_I,mueller,,,796,642,,380,19550
251,11,2008-11-19,Key I,0,http://en.wikipedia.org/wiki/Fifth_National_Government_of_New_Zealand,,"confidence and supply agreements with ACT New Zealand, Māori Party and United Future",,427,660,,554,20080
252,54,1974-05-16,Schmidt I,0,http://de.wikipedia.org/wiki/Kabinett_Schmidt_I,,,,871,95,,276,19740
253,5,1991-11-05,Miyazawa,0,,"afp, reuters","Miyazawa lost a confidence vote (yes: 220, no: 255) on 18 June 1993 and dissolved parliament.
Cabinet resigned on 5 August 1993.",,213,25,,392,19910
254,56,1967-06-11,Benediktsson A II,0,https://en.wikipedia.org/wiki/Cabinet_of_Bjarni_Benediktsson,"indridason, nyt",PM Benediktsson died in a fire on 10 July 1970.,"Bjarni Benediktsson (born 1908), see also PM Bjarni Benediktsson (born 1970)",553,318,,352,19670
255,21,1996-12-30,Rasmussen N III,0,http://en.wikipedia.org/wiki/Cabinet_of_Poul_Nyrup_Rasmussen_III,reuters,"Cabinet continued on 30 December 1996 after a change in party composition.
Minority cabinet was supported by Centre Democrats (CD), Socialist Peoples Party (SF) and Red-Green Alliance (Enh).
Cabinet ended with an early election on 11 March 1998.",,189,89,434,208,19960
256,26,2001-06-11,Berlusconi II,0,http://it.wikipedia.org/wiki/Governo_Berlusconi_II,ejpr,,,239,498,363,380,20010
257,59,2003-02-28,Schuessel III,0,http://de.wikipedia.org/wiki/Bundesregierung_Sch%C3%BCssel_II,afp,"Cabinet was appointed on 28 February 2003.
Cabinet ended on 4 April 2005 after ministers of the Freedom Party (FPO) formed a new party.",,889,365,16,40,20030
258,8,1981-09-11,Van Agt II,0,http://en.wikipedia.org/wiki/Netherlands_cabinet_Van_Agt-2,,,,563,81,23,528,19810
259,11,1981-12-11,Muldoon III,0,,,,,669,513,,554,19810
260,68,2007-01-09,Topolanek II,0,http://en.wikipedia.org/wiki/Mirek_Topol%C3%A1nek%27s_Second_Cabinet,"ap, reuters","PM Topolanek was appointed on 9 January 2007 and cabinet won an investiture vote (yes: 100, no: 97) on 19 January.
Cabinet lost a confidence vote (yes: 96, no: 101) on 24 March 2009 following political infighting and PM Topolanek resigned two days later.",,600,50,567,203,20070
261,33,1966-01-26,Holt I,0,http://en.wikipedia.org/wiki/First_Holt_Ministry,hug-77,,,786,741,,36,19660
262,68,1990-06-29,Pithart,0,http://en.wikipedia.org/wiki/Petr_Pithart,bbc,"PM Pithart was appointed on 29 June 1990 heading the Czech regional government.
Cabinet ended with election on 6 June 1992.",,,63,,203,19900
263,43,1948-07-27,Marie,0,http://fr.wikipedia.org/wiki/Gouvernement_Andr%C3%A9_Marie,be-70,,,753,75,,250,19480
264,64,2008-03-20,Leterme I,0,http://en.wikipedia.org/wiki/Leterme_I_Government,"dw, reuters","PM Leterme was appointed on 20 March 2008 and won an investiture vote (yes: 97, no: 48, abstain: 1) three days later.
PM Leterme offered to resign on 14 July 2008 after failing to find support for strengthening regional autonomy. The request was rejected by the king three days later and the New Flemish Alliance (NVA) withdrew from the coalition over the issue on 21 September 2008.
The entire  cabinet offered its resignation on 19 December 2008 following allegations of exerting pressure on courts over bank bailout cases. The resignation was accepted by the king on 22 December 2008.",Cabinet ends with withdrawal of the N-VA on 21 September 2008 and requests to resign on 19 December. Coded as one observation due to three month coding rule.,441,401,656,56,20080
265,63,1995-10-28,Guterres I,0,,,,,282,216,14,620,19950
266,64,1980-05-18,Martens III,0,http://en.wikipedia.org/wiki/Wilfried_Martens,mueller,,,278,663,442,56,19801
267,15,1991-01-10,Simenas,0,https://en.wikipedia.org/wiki/%C5%A0im%C4%97nas_Cabinet,,,,584,462,,440,19910
268,59,2008-12-02,Faymann I,0,http://en.wikipedia.org/wiki/Faymann_cabinet,reuters,"Cabinet was appointed on 2 December 2008.
Cabinet ended with election on 29 September 2013.",,583,607,45,40,20080
269,1,2006-07-04,Fico I,0,http://en.wikipedia.org/wiki/Robert_Fico,,,,185,192,124,703,20061
270,8,1982-11-04,Lubbers I,0,http://en.wikipedia.org/wiki/Netherlands_cabinet_Lubbers-1,,,,6,116,23,528,19821
271,75,1996-12-01,Vahi III,0,https://en.wikipedia.org/wiki/Tiit_V%C3%A4hi%27s_third_cabinet,"mue-rom, reuters",PM Vahi resigned on 25 February 1997 over a political controversy several years ago concerning his role in the privatizations of apartments.,,530,600,,233,19960
272,56,1971-07-14,Johannesson I,0,http://en.wikipedia.org/wiki/%C3%93lafur_J%C3%B3hannesson,"indridason, nyt","Cabinet ended when Liberal Left (Sfvm) withdrew from coalition over an anti-inflation bill.
PM Johannesson resigned on 2 July 1974.",,321,225,,352,19710
273,44,1979-05-04,Thatcher I,0,http://en.wikipedia.org/wiki/Conservative_Government_1979-1983,bpf,,,590,243,,826,19790
274,75,2005-04-13,Ansip I,0,http://de.wikipedia.org/wiki/Kabinett_Ansip_I_(Estland),mue-rom,,,138,423,130,233,20050
275,21,1981-12-30,Jorgensen VI,0,http://da.wikipedia.org/wiki/Regeringen_Anker_J%C3%B8rgensen_V,mueller,,,379,179,271,208,19810
276,26,1996-05-18,Prodi I,0,http://it.wikipedia.org/wiki/Governo_Prodi_I,reuters,"PM Prodi and his cabinet were appointed 18 May 1996 and won a confidence vote in the Senate (yes: 173, no 139 [upper house]) on 24 May and in parliament (yes: 322, no: 299 [lower house]) on 31 May.
Minority cabinet was supported by the Communist Refoundation (PRC).
Cabinet fell when PRC withdrew its support over proposed budget cuts. PM Prodi lost a confidence vote (yes: 313, no: 312) and resigned on 9 October 1998.",,991,551,326,380,19960
277,67,2007-04-19,Vanhanen II,0,http://en.wikipedia.org/wiki/Matti_Vanhanen%27s_second_cabinet,"afp, reuters, valt","Cabinet was appointed on 19 April 2007.
PM Vanhanen announced in December 2008 that he would end his second term early and resigned on 18 June 2010.",,759,314,198,246,20070
278,64,1980-01-23,Martens II,0,http://en.wikipedia.org/wiki/Wilfried_Martens,mueller,,,521,663,442,56,19800
279,56,1987-07-08,Palsson,0,http://en.wikipedia.org/wiki/%C3%9Eorsteinn_P%C3%A1lsson,indridason,Cabinet resigned on 17 September 1988 (Indridason) in disagreement over economic policy (AP).,,393,673,,352,19870
280,26,1957-05-19,Zoli,0,http://it.wikipedia.org/wiki/Governo_Zoli,mueller,,,250,642,,380,19570
281,41,1996-01-22,Simitis I,0,,,"Cabinet won an investiture vote (yes: 166, no: 123, abstain: 3) on 31 January 1996.
",,74,654,613,300,19960
