id,country_id,family_id,name_short,name_english,name,name_ascii,name_nonlatin,wikipedia,data_source,description,comment,cmp,euprofiler,ees,morgan,castles_mair,huber_inglehart,ray,benoit_laver,chess,old_countryID,old_partyID
228,56,11,A,Social Democratic Party,Alþýðuflokkurinn,Althyduflokkurinn,,http://en.wikipedia.org/wiki/Social_Democratic_Party_%28Iceland%29,,,,15320,,,30,,1704,,,,352,16
229,67,14,Deva,Democratic Alternative,Demokraattinen Vaihtoehto – Demokratiskt Alternativs,Demokraattinen Vaihtoehto -- Demokratiskt Alternativs,,http://en.wikipedia.org/wiki/Demokraattinen_Vaihtoehto,"edu, rpfi",Registered on 11 July 1986. 10 MPs from the Democratic League (SKDL) formed a parliamentary group on 5 September 1986.,,14222,,,,,,1407,,,246,17
234,27,16,CC,Canary Coalition,Coalición Canaria,Coalicion Canaria,,http://en.wikipedia.org/wiki/Canarian_Coalition,,,,33907,392,1724907,,,,,,517,724,44
235,8,3,CDA,Christian Democratic Appeal,Christen Democratisch Appèl,Christen Democratisch Appel,,http://en.wikipedia.org/wiki/Christian_Democratic_Appeal,jacobs,"Common list of candidates (ARP, CHU, KVP) in 1977 election and single parliamentary group (Jacobs 1989, 257). Party founded on 11 October 1980.",,22521,293,1528521,,1106,2604,1001,7040,1001,528,40
238,54,3,GVP,All-German People's Party,Gesamtdeutsche Volkspartei,Gesamtdeutsche Volkspartei,,http://en.wikipedia.org/wiki/All-German_People's_Party,phb,"Party was formed on 29 November 1952. Among the founding members were Gustav Heinemann, a former CDU minister of the interior, and Helene Wessel, leader of the Zentrum.
The party was dissolved at a party congress on 18/19 May 1957 and joining the SPD was recommended (Stöss 1968, 1478ff).",,,,,,,,,,,276,18
239,55,3,KDS,Christian Democratic Union,Kristīgi demokrātiskā savienība,Kristigi demokratiska savieniba,,http://en.wikipedia.org/wiki/Latvian_parliamentary_election%2C_1995,,,,87520,,,,,,,,,428,21
240,20,40,BBP,Great Union Party,Büyük Birlik Partisi,Buyuk Birlik Partisi,,http://en.wikipedia.org/wiki/Great_Union_Party,,,,74626,,,,,,,,,792,39
242,26,11,PSDI,Italian Democratic Socialist Party,Partito Socialista Democratico Italiano,Partito Socialista Democratico Italiano,,http://en.wikipedia.org/wiki/Italian_Democratic_Socialist_Party,,,,32330,,,129,1007,2105,807,,807,380,86
243,75,26,RKI,"National Coalition Party ""Pro Patria""","Rahvuslik Koonderakond ""Isamaa""","Rahvuslik Koonderakond ""Isamaa""",,http://en.wikipedia.org/wiki/Homeland_National_Coalition_Party,,New party formed in 21 November 1992.,,83710,,,,,,,,,233,50
244,34,11,Ma|Av,Alignment | Labor,HaMa'arakh | HaAvoda,HaMa'arakh | HaAvoda,המערך | הָעֲבוֹדָה,https://en.wikipedia.org/wiki/Israeli_Labor_Party,,"Party formed on 23 January 1968 as a merger of the United Workers Party (Mapam), Labour Unity (AhAv), and Israeli Workers List (Rafi).",,72320,,,,,,,,,376,12
247,5,6,NPD,New Party Daichi,Shintō Daichi,Shinto Daichi,新党大地,http://en.wikipedia.org/wiki/New_Party_Daichi,,,,,,,,,,,,,392,40
248,72,16,JP,Jones Party,Jones Party,Jones Party,,http://www.maltadata.com/abbrev.htm,mchale,,,,,,,,,,,,470,18
249,34,26,DeTo,Banner of the Torah,Degel HaTorah,Degel HaTorah,דגל התורה‎,http://en.wikipedia.org/wiki/Degel_HaTorah,,Party formed in 1988 as a splinter from Agudat Israel (AY).,,72614,,,,,,,,,376,53
251,63,3,CDS-PP,Democratic and Social Centre -- People's Party,Centro Democrático e Social – Partido Popular,Centro Democratico e Social -- Partido Popular,,http://en.wikipedia.org/wiki/People's_Party_(Portugal),,,,35314,233,1620314,,,3104,1202,7650,1202,620,15
252,41,11,KDS,Party of Democratic Socialism,Komma Dimokratikou Socialismou,Komma Dimokratikou Socialismou,Κόμμα Δημοκρατικού Σοσιαλισμού,http://en.wikipedia.org/wiki/Party_of_Democratic_Socialism_(Greece),,,,,,,,,,,,,300,13
254,23,11,PaRo,Party of the Roma,Partida Romilor,Partida Romilor,,http://en.wikipedia.org/wiki/Party_of_the_Roma,,New party formed in 1990.,,,,,,,,,,,642,28
255,54,19,B90/Gr,Alliance 90 / Greens -- Citizens' Movement,Bündnis 90 / Grüne – BürgerInnenbewegung,Buendnis 90 / Gruene -- BuergerInnenbewegung,,http://en.wikipedia.org/wiki/Alliance_90,,,,41112,,,,,,,,,276,17
256,64,14,PA-PTB,Workers' Party of Belgium,Partij van de Arbeid – Parti du Travail de Belgique,Partij van de Arbeid -- Parti du Travail de Belgique,,http://en.wikipedia.org/wiki/Workers_Party_of_Belgium,,New party formed in 1979.,"This is one of the few national parties. It is registered under different names (PTB+ Wallonia, PVDA+ Flanders, PTB+PVDA+ Brussels) in recent elections.",,17,1056222,,,,,,119,56,21
257,55,11,SDLP,Social Democratic Welfare Party,Sociāldemokrātiskā Labklājības partija,Socialdemokratiska Labklajibas partija,,,,,,,,,,,,,,,428,79
259,43,2,CPNT,"Hunting, Fishing, Nature, Tradition","Chasse, pêche, nature, traditions","Chasse, peche, nature, traditions",,"http://en.wikipedia.org/wiki/Chasse,_P%C3%AAche,_Nature,_Traditions",,,,,109,,,,,,,619,250,64
260,63,14,UDP,Popular Democratic Union,União Democrática Popular,Uniao Democratica Popular,,http://en.wikipedia.org/wiki/People%27s_Democratic_Union_(Portugal),,,,35210,,,,,,1211,,,620,24
265,34,16,AY,Union of Israel,Agudat Yisrael,Agudat Yisrael,אגודת ישראל‎,http://en.wikipedia.org/wiki/Agudat_Yisrael,,New party formed in 1912.,,72531,,,159,,,,,,376,71
267,55,40,TKL-ZP,People's Movement for Latvia -- Siegerist Party,Tautas Kustība Latvijai – Zīgerista Partija,Tautas Kustiba Latvijai -- Zigerista Partija,,http://lv.wikipedia.org/wiki/Tautas_Kust%C4%ABba_Latvijai_%28Z%C4%ABgerista_partija%29,,,,87722,,,,,,,,,428,22
270,43,40,FN,National Rally,Rassemblement National ,Rassemblement National ,,http://en.wikipedia.org/wiki/Front_National_(France),,New party formed on 5 October 1972.,,31720,113,1250720,,708,1412,610,5817,610,250,29
272,59,12,none,no party affiliation,Parteilose,Parteilose,,,,,,,,,,,,,,,40,990
275,8,40,CP,Centre Party,Centrumpartij,Centrumpartij,,http://en.wikipedia.org/wiki/Centrumpartij,,New party formed on 11 March 1980.,,,,,,,,,,,528,44
276,62,3,HDZ,Croatian Democratic Union,Hrvatska demokratska zajednica,Hrvatska demokratska zajednica,,http://en.wikipedia.org/wiki/Croatian_Democratic_Community,,,,81711,,,,,,,1094,3101,191,23
277,34,6,YBA,Israel for Immigration,Yisrael Ba-Aliya,Yisrael Ba-Aliya,,http://en.wikipedia.org/wiki/Yisrael_BaAliyah,,New party formed in 1995.,,72428,,,,,,,,,376,68
278,55,6,TPA,Political Union of Economists,Tautsaimnieku politiskā apvienība,Tautsaimnieku politiska apvieniba,,http://web.cvk.lv/pub/public/28758.html,,,,,,,,,,,,,428,60
279,34,6,DS,The Third Way,HaDerekh HaShlishit,HaDerekh HaShlishit,הדרך השלישית‎,https://en.wikipedia.org/wiki/Third_Way_%28Israel%29,,,,72427,,,,,,,,,376,69
280,37,26,FF,Fianna Fail,Fianna Fáil,Fianna Fail,,http://en.wikipedia.org/wiki/Fianna_F%C3%A1il,,,,53620,167,1372620,,903,1903,701,6287,701,372,20
281,63,14,PCTP/MRPP,Communist Party of the Portuguese Workers / Reorganizative Movement of the Party of the Proletariat,Comunista dos Trabalhadores Portugueses / Movimento Reorganizativo do Partido do Proletariado,Comunista dos Trabalhadores Portugueses / Movimento Reorganizativo do Partido do Proletariado,,http://en.wikipedia.org/wiki/Communist_Party_of_the_Portuguese_Workers_/_Reorganizative_Movement_of_the_Party_of_the_Proletariat,,,,,237,,,,,,,,620,32
282,35,3,KD,Christian Democrats,Kristdemokraterna,Kristdemokraterna,,http://en.wikipedia.org/wiki/Christian_Democrats_%28Sweden%29,,New party formed on 20 March 1964.,,11520,283,1752520,,,3706,1606,7880,1606,752,13
285,43,26,d-droite,other right,divers droite,divers droite,,,,,,,,,,,,,,618,250,37
288,55,12,none,no party affiliation,no party affiliation,no party affiliation,,,,,,,,,,,,,,,428,990
290,64,40,VU,People's Union,Volksunie,Volksunie,,http://en.wikipedia.org/wiki/People%27s_Union_%28Belgium%29,,New party formed in 1946. ,,21913,,,97,309,407,110,5003,110,56,67
292,54,16,Grau,The Grays -- Gray Panthers,Die Grauen – Graue Panther,Die Grauen -- Graue Panther,,http://en.wikipedia.org/wiki/The_Grays_%E2%80%93_Gray_Panthers,,New party formed on 12 July 1989. ,,,,,,,,,,,276,35
296,29,11,CCF|NDP,Co-operative Commonwealth Federation | New Democratic Party,Co-operative Commonwealth Federation | New Democratic Party,Co-operative Commonwealth Federation | New Democratic Party,,http://en.wikipedia.org/wiki/New_Democratic_Party_of_Canada,,Party formed on 03 August 1961 as a merger of equal parts of the Canadian Labour Congress and the Co-operative Commonwealth Federation (CCF).,,62320,,,,401,801,,5293,,124,21
300,8,3,ARP,Anti-Revolutionary Party,Anti-Revolutionaire Partij,Anti-Revolutionaire Partij,,http://en.wikipedia.org/wiki/Anti_Revolutionary_Party,,,,22523,,,69,,,1001,,1001,528,37
301,54,16,Tier,Animal Protection Party,Tierschutzpartei,Tierschutzpartei,,http://en.wikipedia.org/wiki/Human_Environment_Animal_Welfare,,New party formed on 13 Februar 1993.,,,,,,,,,,,276,57
303,33,11,LLP,Lang Labour Party,Lang Labour Party,Lang Labour Party,,http://en.wikipedia.org/wiki/Lang_Labour_Party,,Lang Labour Party (LLP) split from and joined Australian Labor Party (ALP) three times.,,,,,,,,,,,36,24
305,34,11,Ratz,Movement for Civil Rights and Peace,Hatnuah Lezhiot Ha'ezrach,Hatnuah Lezhiot Ha'ezrach,התנועה לזכויות האזרח ולשלום,,,,,72310,,,,,,,,,376,44
306,21,14,En-O,Red-Green Alliance,Enhedslisten – De Rød-Grønne,Enhedslisten -- De Rod-Gronne,,http://en.wikipedia.org/wiki/Red-Green_Alliance_%28Denmark%29,,,,13229,,,,,,214,5513,213,208,35
307,23,14,PSoDR,Romanian Socialist Democratic Party,Partidul Socialist Democrat Român,Partidul Socialist Democrat Roman,,,,,,93222,,,,,,,,,642,50
308,40,19,GPL-PVL,Green Liberal Party,Grünliberale Partei der Schweiz – Parti Vert-Libéral,Gruenliberale Partei der Schweiz -- Parti Vert-Liberal,,http://en.wikipedia.org/wiki/Green_Liberal_Party_of_Switzerland,ap,Splinter group of the Greens (Grue) in the Zurich canton was established on 3 July 2004 (St. Galler Tagblatt) and the party was formed at the national level on 19 July 2007 (AP).,,,,,,,,,,3606,756,20
309,55,14,LSP,Socialist Party of Latvia,Latvijas Sociālistiskā partija,Latvijas Socialistiska partija,,http://en.wikipedia.org/wiki/Latvian_Socialist_Party,,,,87310,,,,,,,2106,2402,428,15
310,7,19,Greng,The Greens,Déi Gréng,Dei Greng,,http://en.wikipedia.org/wiki/The_Greens_%28Luxembourg%29,,,,23113,213,1442113,,,,,6946,,442,22
311,44,16,Plaid,Plaid Cymru,Plaid Cymru,Plaid Cymru,,http://en.wikipedia.org/wiki/Plaid_Cymru,,New party formed on 5 August 1925.,,,,1826901,,1602,,1106,5169,1106,826,40
313,1,3,SDK,Slovak Democratic Coalition,Slovenská demokratická koalícia,Slovenska demokraticka koalicia,,http://en.wikipedia.org/wiki/Slovak_Democratic_Coalition,,,Electoral alliance and parliamentary group but with alliance parties continuing to exist.,96522,,,,,,,,2802,703,21
316,62,40,HB,Croatian Bloc,Hrvatski blok,Hrvatski blok,,http://en.wikipedia.org/wiki/Croatian_Bloc_%28political_party%29,,,,,,,,,,,1068,,191,10
317,60,14,SSS,Socialist Party of Slovenia,Socialistična stranka Slovenije,Socialisticna stranka Slovenije,,http://en.wikipedia.org/wiki/Socialist_Party_of_Slovenia,,,,,,,,,,,,,705,47
318,37,11,Lab,Labour Party,Labour Party,Labour Party,,http://en.wikipedia.org/wiki/Labour_Party_%28Ireland%29,,,,53320,170,1372320,,902,1902,703,6347,703,372,16
319,44,26,DUP,Democratic Unionist Party,Democratic Unionist Party,Democratic Unionist Party,,http://en.wikipedia.org/wiki/Democratic_Unionist_Party,,,,51903,,,,,,,,,826,29
321,60,16,DEMOS,Democratic Opposition of Slovenia,Demokratična opozicija Slovenije,Demokraticna opozicija Slovenije,,http://en.wikipedia.org/wiki/Democratic_Opposition_of_Slovenia,,,,,,,,,,,,,705,22
322,74,40,RKN,Catholic-National Movement,Ruch Katolicko-Narodowy,Ruch Katolicko-Narodowy,,http://en.wikipedia.org/wiki/Ruch_Katolicko-Narodowy,,,,,,,,,,,,,616,29
323,26,40,ASM,Social Alternative Mussolini,Alternativa Sociale Mussolini,Alternativa Sociale Mussolini,,http://en.wikipedia.org/wiki/Social_Action_%28Italy%29,,,,,,,,,,,,,380,118
325,26,19,VA,Rainbow Greens,Verdi Arcobaleno,Verdi Arcobaleno,,http://en.wikipedia.org/wiki/Rainbow_Greens,,Party formed on 1 January 1989. ,,,,,,,,,,,380,51
326,60,11,Zares,For Real,Zares,Zares,,http://en.wikipedia.org/wiki/Zares,,,,,267,1705324,,,,,,2910,705,10
329,20,11,DSP,Democratic Left Party,Demokratik Sol Parti,Demokratik Sol Parti,,http://en.wikipedia.org/wiki/Democratic_Left_Party_(Turkey),,New party formed on 14 November 1985.,,74324,310,,,,4005,,8228,,792,13
332,44,11,N,Nationalist Party,Nationalist Party,Nationalist Party,,http://en.wikipedia.org/wiki/Nationalist_Party_%28Northern_Ireland%29,,,,,,,,,,,,,826,28
334,74,3,ChD,Christian Democracy,Chrześcijańska Demokracja,Chrzescijanska Demokracja,,http://pl.wikipedia.org/wiki/Chrze%C5%9Bcija%C5%84ska_Demokracja_(koalicja),,,,92520,,,,,,,,,616,22
335,26,11,PSA,Sardinian Action Party,Partito Sardo d'Azione,Partito Sardo d'Azione,,http://en.wikipedia.org/wiki/Sardinian_Action_Party,,,,,,,,,,,,824,380,35
336,68,6,VV,Public Affairs,Věci veřejné,Veci verejne,,http://en.wikipedia.org/wiki/Public_Affairs_%28political_party%29,,New party formed in 2001.,,,,,,,,,,2110,203,16
339,8,16,EuTr,Europe Transparent,Europa Transparant,Europa Transparant,,http://en.wikipedia.org/wiki/Europa_Transparant,,New party formed on 8 April 2004.,,,,,,,,,,,528,35
341,63,11,PRD,Democratic Renewal Party,Partido Renovador Democrático,Partido Renovador Democratico,,http://en.wikipedia.org/wiki/Democratic_Renewal_Party_%28Portugal%29,,New party formed in 1985.,,35312,,,,,,1204,,,620,16
342,8,19,PPR,Radical Political Party,Politieke Partij Radikalen,Politieke Partij Radikalen,,http://en.wikipedia.org/wiki/Politieke_Partij_Radikalen,,,,22310,,,75,1103,,1010,,,528,36
345,8,6,D66,Democrats 66,Democraten 66,Democraten 66,,http://en.wikipedia.org/wiki/Democrats_66,,New party formed on 14 October 1966.,,22330,295,1528330,77,1105,2603,1004,7080,1004,528,16
349,44,16,U,Unity,Unity,Unity,,http://en.wikipedia.org/wiki/Unity_%28Northern_Ireland%29,,,,,,,,,,,,,826,33
351,9,40,Fr,Progress Party,Fremskrittspartiet,Fremskrittspartiet,,http://en.wikipedia.org/wiki/Progress_Party_%28Norway%29,,New party formed on 8 April 1973.,,12951,,,,1307,2909,1507,7506,3502,578,27
353,10,2,ZNS,Agrarian People's Union,Zemedelski Naroden Suyuz,Zemedelski Naroden Suyuz,Земеделски народен съюз,http://en.wikipedia.org/wiki/Agrarian_People's_Union,,Party formed in 1993 by members of the Agrarian People's Union (ZNS).,,80810,,,,,704,,867,,100,15
354,11,11,PP,Progressive Party,Progressive Party,Progressive Party,,http://en.wikipedia.org/wiki/New_Zealand_Progressive_Party,nzpa,"Progressive Party (PP) was formed by Jim Anderton after splitting from Alliance (A) on 3 April 2002.
Party was dissolved on 9 March 2012.",,64422,,,,,,,7316,,554,23
356,23,3,CDR,Romanian Democratic Convention,Convenţia Democrată Română,Conventia Democrata Romana,,http://en.wikipedia.org/wiki/Romanian_Democratic_Convention,,see Pavel and Huiu (2003),,93411,,,,,,,,2707,642,37
357,8,14,SP,Socialist Party,Socialistiese Partij,Socialistiese Partij,,http://en.wikipedia.org/wiki/Socialist_Party_(Netherlands),,"Party formed on 22 October 1971 as a split from the Communist Party of the Netherlands/Marxist–Leninist (KPN/ML). In 1972, the KPN/ML party changed its name to the Socialist Party.",,22220,304,1528220,,,,,7180,1014,528,33
358,54,6,FVP,Free People's Party,Freie Volkspartei,Freie Volkspartei,,https://en.wikipedia.org/wiki/Free_People%27s_Party_%28Germany%29,,Free People's Party (FVP) parliamentary group formed on 23 February 1956 as split from Free Democrats (FDP) and included four cabinet members.,,,,,,,,,,,276,73
360,72,19,AD,Democratic Alternative,Alternattiva Demokratika,Alternattiva Demokratika,,http://en.wikipedia.org/wiki/Democratic_Alternative_(Malta),,,,,224,1470100,,,,,6986,,470,20
363,68,40,SSO,Party of Free Citizens,Strana svobodných občanů,Strana svobodnych obcanu,,http://en.wikipedia.org/wiki/Party_of_Free_Citizens,,New party formed on 14 February 2009.,,,63,,,,,,,,203,61
364,10,40,BNRP,Bulgarian National Radical Party,Balgarska Natsionalnoradikalna Partiya,Balgarska Natsionalnoradikalna Partiya,Българска националнорадикална партия,http://bg.wikipedia.org/wiki/%D0%91%D1%8A%D0%BB%D0%B3%D0%B0%D1%80%D1%81%D0%BA%D0%B0_%D0%BD%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%B0%D0%BB%D0%BD%D0%BE-%D1%80%D0%B0%D0%B4%D0%B8%D0%BA%D0%B0%D0%BB%D0%BD%D0%B0_,buga,,,,,,,,,,,,100,58
366,26,3,Rete,Movement for Democracy -- The Net,Movimento per la Democrazia – La Rete,Movimento per la Democrazia -- La Rete,,http://en.wikipedia.org/wiki/Movement_for_Democracy_%E2%80%93_The_Net,,,,32951,,,,,,813,,,380,77
367,21,14,FK,Common Course,Fælles Kurs,Faelles Kurs,,http://da.wikipedia.org/wiki/F%C3%A6lles_Kurs,,Party formed by factions of the Communist Party of Denmark (DKP) in the early 1980s and founded on 19 April 1986.,Coded as new party because it competed with DKP in elections over the 1980s.,13221,,,,,,210,,,208,14
368,29,6,LP,Liberal Party of Canada,Liberal Party of Canada,Liberal Party of Canada,,http://en.wikipedia.org/wiki/Liberal_Party_%28Canada%29,,New party formed in 1861.,,62420,,,,402,803,,5273,,124,25
369,74,3,PC,Centre Agreement,Porozumienie Centrum,Porozumienie Centrum,,http://en.wikipedia.org/wiki/Centre_Agreement,,,,92521,,,,,3005,,,,616,67
370,27,11,PA,Andalusian Party,Partidu Andalucista,Partidu Andalucista,,http://en.wikipedia.org/wiki/Andalusian_Party,,New party formed in 1965. ,,33906,,,,1407,,517,,516,724,25
373,26,26,AN,National Alliance,Alleanza Nazionale,Alleanza Nazionale,,http://en.wikipedia.org/wiki/National_Alliance_(Italy),,,,32710,,,,,,805,6606,805,380,41
374,7,40,NB,National Movement,National Bewegong,National Bewegong,,http://en.wikipedia.org/wiki/National_Movement_(Luxembourg),,New party formed on 5 May 1987.,,,,,,,,908,,,442,35
375,63,14,POUS,Workers Party of Socialist Unity,Partido Operário de Unidade Socialista,Partido Operario de Unidade Socialista,,http://en.wikipedia.org/wiki/POUS,,Party formed in 1976.,,,,,,,,,,,620,22
376,21,6,NLA,New-Liberal Alliance,Ny-Liberal Alliance,Ny-Liberal Alliance,,http://en.wikipedia.org/wiki/Liberal_Alliance_(Denmark),,,,,72,1208421,,,,,,218,208,16
379,37,11,DSP,Democratic Socialist Party,Democratic Socialist Party,Democratic Socialist Party,,http://en.wikipedia.org/wiki/Democratic_Socialist_Party_(Ireland),,,,,,,,,,708,,,372,22
